一	横
绘	撇折,撇折,提,撇,捺,横,横,撇折,点
给	撇折,撇折,提,撇,捺,横,竖,横折,横
绚	撇折,撇折,提,撇,横折钩,竖,横折,横,横
绛	撇折,撇折,提,撇,横撇|横钩,捺,横,撇折,竖
络	撇折,撇折,提,撇,横撇|横钩,捺,竖,横折,横
绝	撇折,撇折,提,撇,横撇|横钩,横折,竖,横,竖弯钩
绞	撇折,撇折,提,点,横,撇,点,撇,捺
统	撇折,撇折,提,点,横,撇折,点,撇,竖弯钩
绠	撇折,撇折,提,横,竖,横折,横,横,撇,捺
绡	撇折,撇折,提,竖,点,撇,竖,横折钩,横,横
绢	撇折,撇折,提,竖,横折,横,竖,横折钩,横,横
绣	撇折,撇折,提,撇,横,竖,撇,捺,横折折折钩|横撇弯钩,撇
绤	
绥	撇折,撇折,提,撇,点,点,撇,撇点,撇,横
绦	撇折,撇折,提,撇,横撇|横钩,捺,横,竖钩,撇,点
继	撇折,撇折,提,点,撇,横,竖,撇,点,竖弯
绨	撇折,撇折,提,点,撇,横折,横,竖折折钩,竖,撇
绩	撇折,撇折,提,横,横,竖,横,竖,横折,撇,点
绪	撇折,撇折,提,横,竖,横,撇,竖,横折,横,横
绫	撇折,撇折,提,横,竖,横,撇,点,撇,横撇|横钩,捺
续	撇折,撇折,提,横,竖,横撇|横钩,点,点,横,撇,点
绮	撇折,撇折,提,横,撇,点,横,竖,横折,横,竖钩
绯	撇折,撇折,提,竖,横,横,横,竖,横,横,横
绰	撇折,撇折,提,竖,横,竖,横折,横,横,横,竖
绱	撇折,撇折,提,竖,点,撇,竖,横折钩,竖,横折,横
绲	撇折,撇折,提,竖,横折,横,横,横,竖提,撇,竖弯钩
绳	撇折,撇折,提,竖,横折,横,竖,横折,横,横,竖弯钩
维	撇折,撇折,提,撇,竖,点,横,横,横,竖,横
绵	撇折,撇折,提,撇,竖,横折,横,横,竖,横折钩,竖
绶	撇折,撇折,提,撇,点,点,撇,点2,横撇|横钩,横撇|横钩,捺
绷	撇折,撇折,提,撇,横折钩,横,横,撇,横折钩,横,横
绸	撇折,撇折,提,撇,横折钩,横,竖,横,竖,横折,横
绹	
绺	撇折,撇折,提,撇,横撇|横钩,捺,竖,点,竖,横折,横
绻	撇折,撇折,提,点,撇,横,横,撇,捺,横折钩,竖弯钩
综	撇折,撇折,提,点,点2,横撇|横钩,横,横,竖钩,撇,点
绽	撇折,撇折,提,点,点2,横撇|横钩,横,竖,横,撇,捺
绾	撇折,撇折,提,点,点2,横撇|横钩,竖,横折,横,横折,横
绿	撇折,撇折,提,横折,横,横,竖钩,点,提,撇,捺
缀	撇折,撇折,提,横撇|横钩,点,横撇|横钩,点,横撇|横钩,点,横撇|横钩,捺
缁	撇折,撇折,提,撇点,撇点,撇点,竖,横折,横,竖,横
缂	撇折,撇折,提,横,竖,竖,横,竖,横折,横,横,竖
缃	撇折,撇折,提,横,竖,撇,点,竖,横折,横,横,横
缄	撇折,撇折,提,横,撇,横,竖,横折,横,斜钩|卧钩,撇,点
缅	撇折,撇折,提,横,撇,竖,横折,竖,竖,横,横,横
缆	撇折,撇折,提,竖,竖,撇,横,点,竖,横折,撇,竖弯钩
缇	撇折,撇折,提,竖,横折,横,横,横,竖,横,撇,捺
缈	撇折,撇折,提,竖,横折,横,横,横,竖,撇,点,撇
缉	撇折,撇折,提,竖,横折,横,横,竖,竖,横,横,横
缊	
缌	撇折,撇折,提,竖,横折,横,竖,横,点2,斜钩|卧钩,点,点
缎	撇折,撇折,提,撇,竖,横,横,提,撇,横折折|横折弯,横撇|横钩,捺
缐	
缑	撇折,撇折,提,撇,竖,横折,横,撇,横,横,撇,捺
缒	撇折,撇折,提,撇,竖,横折,横,横折,横,点,横折折撇,捺
缓	撇折,撇折,提,撇,点,点,撇,横,横,撇,横撇|横钩,捺
缔	撇折,撇折,提,点,横,点,撇,点2,横撇|横钩,竖,横折钩,竖
缕	撇折,撇折,提,点,撇,横,竖,撇,捺,撇点,撇,横
编	撇折,撇折,提,点,横折,横,撇,竖,横折钩,横,竖,竖
缗	撇折,撇折,提,横折,横,竖提,横,斜钩|卧钩,竖,横折,横,横
缘	撇折,撇折,提,撇折,横撇|横钩,横,撇,弯钩,撇,撇,撇,捺
缙	撇折,撇折,提,横,竖,竖,点,撇,横,竖,横折,横,横
缚	撇折,撇折,提,横,竖,横折,横,横,竖,点,横,竖钩,点
缛	撇折,撇折,提,横,撇,横,横,竖提,撇,捺,横,竖钩,点
缜	撇折,撇折,提,横,竖,竖,横折,横,横,横,横,撇,点
缝	撇折,撇折,提,撇,横撇|横钩,捺,横,横,横,竖,点,横折折撇,捺
缞	
缟	撇折,撇折,提,点,横,竖,横折,横,竖,横折钩,竖,横折,横
缠	撇折,撇折,提,点,横,撇,竖,横折,横,横,竖,横,横
缡	撇折,撇折,提,点,横,撇,点,竖弯,竖,竖,横折钩,撇折,点
缢	撇折,撇折,提,点,撇,横,撇,点,竖,横折,竖,竖,横
缣	撇折,撇折,提,点,撇,横,横折,横,横,竖,竖,撇,捺
缤	撇折,撇折,提,点,点2,横撇|横钩,撇,竖,横,竖,横,撇,点
缥	撇折,撇折,提,横,竖,横折,竖,竖,横,横,横,竖钩,撇,点
缦	撇折,撇折,提,竖,横折,横,横,竖,横折,竖,竖,横,横撇|横钩,捺
缧	撇折,撇折,提,竖,横折,横,竖,横,撇折,撇折,点,竖钩,撇,点
缨	撇折,撇折,提,竖,横折,撇,点,竖,横折,撇,点,撇点,撇,横
缩	撇折,撇折,提,点,点2,横撇|横钩,撇,竖,横,撇,竖,横折,横,横
缪	撇折,撇折,提,横折,点,提,横折,点,提,撇,捺,撇,撇,撇
缫	撇折,撇折,提,撇点,撇点,撇点,竖,横折,横,横,横,竖,撇,捺
缬	撇折,撇折,提,横,竖,横,竖,横折,横,横,撇,竖,横折,撇,点
缭	撇折,撇折,提,横,撇,捺,点,撇,竖,横折,横,横,竖钩,撇,点
缮	撇折,撇折,提,点,撇,横,横,横,竖,点,撇,横,竖,横折,横
缯	撇折,撇折,提,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横
缰	撇折,撇折,提,横,竖,横折,横,竖,横,横,竖,横折,横,竖,横,横
缱	撇折,撇折,提,竖,横折,横,竖,横,竖,横折,横,横折,横,点,横折折撇,捺
缲	撇折,撇折,提,竖,横折,横,竖,横折,横,竖,横折,横,横,竖,撇,捺
缳	撇折,撇折,提,竖,横折,竖,竖,横,横,竖,横折,横,撇,竖提,撇,捺
缴	撇折,撇折,提,撇,竖,横折,横,横,点,横,横折钩,撇,撇,横,撇,捺
缵	撇折,撇折,提,撇,横,竖,横,撇,竖提,撇,横,竖,横,撇,竖弯钩,竖,横折,撇,点
缶	撇,横,横,竖,竖弯,竖
缸	撇,横,横,竖,竖弯,竖,横,竖,横
缺	撇,横,横,竖,竖弯,竖,横折,横,撇,捺
罂	竖,横折,撇,点,竖,横折,撇,点,撇,横,横,竖,竖弯,竖
罄	横,竖,横,横折,竖,横,撇,撇,横折折|横折弯,横撇|横钩,点,撇,横,横,竖,竖弯,竖
罅	撇,横,横,竖,竖弯,竖,竖,横,横撇|横钩,撇,横,竖弯钩,撇,点,撇,横,竖钩
罍	竖,横折,横,竖,横,竖,横折,横,竖,横,竖,横折,横,竖,横,撇,横,横,竖,竖弯,竖
罐	撇,横,横,竖,竖弯,竖,横,竖,竖,竖,横折,横,竖,横折,横,撇,竖,点,横,横,横,竖,横
网	竖,横折钩,撇,点,撇,点
罔	竖,横折钩,点,撇,横,点,横,竖弯
罕	点2,横撇|横钩,撇,点,横,横,竖
罗	竖,横折,竖,竖,横,撇,横撇|横钩,点
罘	竖,横折,竖,竖,横,横,撇,竖,点
罚	竖,横折,竖,竖,横,点,横折提,竖,竖钩
罟	竖,横折,竖,竖,横,横,竖,竖,横折,横
罡	竖,横折,竖,竖,横,横,竖,横,竖,横
罢	竖,横折,竖,竖,横,横,竖,横,撇折,点
罨	竖,横折,竖,竖,横,横,撇,捺,竖,横折,横,横,竖弯钩
罩	竖,横折,竖,竖,横,竖,横,竖,横折,横,横,横,竖
罪	竖,横折,竖,竖,横,竖,横,横,横,竖,横,横,横
置	竖,横折,竖,竖,横,横,竖,竖,横折,横,横,横,横
罱	竖,横折,竖,竖,横,横,竖,竖,横折钩,点,撇,横,横,竖
署	竖,横折,竖,竖,横,横,竖,横,撇,竖,横折,横,横
罴	竖,横折,竖,竖,横,横,竖,横,撇折,点,点2,点,点,点
罶	
罹	竖,横折,竖,竖,横,点2,点,竖,撇,竖,点,横,横,横,竖,横
罽	
罾	竖,横折,竖,竖,横,点,撇,竖,横折,竖,点,撇,横,竖,横折,横,横
羁	竖,横折,竖,竖,横,横,竖,竖,横,竖,横折,横,横,竖,横折,竖折折钩,横
羊	点,撇,横,横,横,竖
羌	点,撇,横,横,横,撇,竖弯钩
美	点,撇,横,横,竖,横,横,撇,捺
羑	
羓	
羔	点,撇,横,横,竖,横,点2,点,点,点
羕	
羖	
羚	点,撇,横,横,横,撇,撇,捺,点,横撇|横钩,点
羝	点,撇,横,横,横,撇,撇,竖提,横,斜钩|卧钩,点
羞	点,撇,横,横,横,撇,横折,竖,横,横
羟	点,撇,横,横,横,撇,横撇|横钩,点,横,竖,横
羡	点,撇,横,横,竖,横,点,提,撇,横撇|横钩,撇,捺
群	横折,横,横,撇,竖,横折,横,点,撇,横,横,横,竖
羧	点,撇,横,横,横,撇,撇折,点,撇,点,撇,横撇|横钩,捺
羯	点,撇,横,横,横,撇,竖,横折,横,横,撇,横折钩,撇,点,竖弯
羰	点,撇,横,横,横,撇,竖,竖弯,竖,横,撇,点2,撇,撇,捺
羱	
羲	点,撇,横,横,竖,横,撇,横,竖,撇,点,横,竖折折钩,斜钩|卧钩,撇,点
羸	点,横,竖弯,竖,横折,横,撇,横折钩,横,横,点,撇,横,横,横,竖,撇,横斜钩,点
羹	点,撇,横,横,竖,横,点2,点,点,点,点,撇,横,横,竖,横,横,撇,捺
羼	横折,横,撇,点,撇,横,横,横,竖,点,撇,横,横,横,撇,点,撇,横,横,横,竖
羽	横折钩,点,提,横折钩,点,提
羿	横折,点,提,横折,点,提,横,撇,竖
翀	横折钩,点,提,横折钩,点,提,竖,横折,横,竖
翁	撇,捺,撇折,点,横折钩,点,提,横折钩,点,提
翂	
翃	横,撇,撇折,点,横折钩,点,提,横折钩,点,提
翅	横,竖,横撇|横钩,捺,横折钩,点,提,横折钩,点,提
翈	
翊	点,横,点,撇,提,横折钩,点,提,横折钩,点,提
翌	横折,点,提,横折,点,提,点,横,点,撇,横
翎	撇,点,点,横撇|横钩,点,横折钩,点,提,横折钩,点,提
翔	点,撇,横,横,横,撇,横折钩,点,提,横折钩,点,提
翕	撇,捺,横,竖,横折,横,横折钩,点,提,横折钩,点,提
翘	横,斜钩|卧钩,撇,横,撇,竖弯钩,横折钩,点,提,横折钩,点,提
翙	
翚	横折,点,提,横折,点,提,点2,横撇|横钩,横,撇折,横,竖
翛	
翟	横折,点,提,横折,点,提,撇,竖,点,横,横,横,竖,横
翠	横折,点,提,横折,点,提,点,横,撇,点,撇,点,横,竖
翡	竖,横,横,横,竖,横,横,横,横折钩,点,提,横折钩,点,提
翥	横,竖,横,撇,竖,横折,横,横,横折钩,点,提,横折钩,点,提
翦	点,撇,横,竖,横折钩,横,横,竖,竖钩,横折钩,点,提,横折钩,点,提
翩	点,横折,横,撇,竖,横折钩,横,竖,竖,横折钩,点,提,横折钩,点,提
翮	横,竖,横折,横,竖,横折钩,点,撇,横,竖,横折钩,点,提,横折钩,点,提
翯	
翰	横,竖,竖,横折,横,横,横,竖,撇,捺,横折钩,点,提,横折钩,点,提
翱	撇,竖,横折,横,横,横,撇,点,横,竖,横折钩,点,提,横折钩,点,提
翳	横,撇,横,横,撇,点,竖弯,撇,横折折|横折弯,横撇|横钩,捺,横折钩,点,提,横折钩,点,提
翷	
翻	撇,点,撇,横,竖,撇,点,竖,横折,横,竖,横,横折钩,点,提,横折钩,点,提
翼	横折,点,提,横折,点,提,竖,横折,横,竖,横,横,竖,竖,横,撇,点
翾	
耀	竖,点,撇,横,撇,竖提,横折,点,提,横折,点,提,撇,竖,点,横,横,横,竖,横
老	横,竖,横,撇,撇,竖弯钩
考	横,竖,横,撇,横,竖折折钩
耄	横,竖,横,撇,撇,竖弯钩,撇,横,横,竖弯钩
者	横,竖,横,撇,竖,横折,横,横
耆	横,竖,横,撇,撇,竖弯钩,竖,横折,横,横
耇	
耋	横,竖,横,撇,撇,竖弯钩,横,撇折,点,横,竖,横
而	横,撇,竖,横折钩,竖,竖
耍	横,撇,竖,横折钩,竖,竖,撇点,撇,横
耏	
耐	横,撇,竖,横折钩,竖,竖,横,竖钩,点
耑	竖,竖弯,竖,横,撇,竖,横折钩,竖,竖
耒	横,横,横,竖,撇,捺
耔	横,横,横,竖,撇,点,横撇|横钩,竖钩,横
耕	横,横,横,竖,撇,点,横,横,撇,竖
耖	横,横,横,竖,撇,点,竖,撇,点,撇
耗	横,横,横,竖,撇,点,撇,横,横,竖弯钩
耘	横,横,横,竖,撇,点,横,横,撇折,点
耙	横,横,横,竖,撇,点,横折,竖,横,竖弯钩
耜	横,横,横,竖,撇,点,竖,横折,横,横折,横
耠	横,横,横,竖,撇,点,撇,捺,横,竖,横折,横
耢	横,横,横,竖,撇,点,横,竖,竖,点2,横撇|横钩,横折钩,撇
耤	
耥	横,横,横,竖,撇,点,竖,点,撇,竖,横折钩,竖,横折,横
耦	横,横,横,竖,撇,点,竖,横折,横,横,竖,横折钩,竖,提,点
耧	横,横,横,竖,撇,点,点,撇,横,竖,撇,捺,撇点,撇,横
耨	横,横,横,竖,撇,点,横,撇,横,横,竖提,撇,捺,横,竖钩,点
耩	横,横,横,竖,撇,点,横,横,竖,竖,横,竖,横折钩,竖,横,横
耪	横,横,横,竖,撇,点,点,横,点,撇,点2,横撇|横钩,点,横,横折钩,撇
耰	
耱	横,横,横,竖,撇,点,点,横,撇,横,竖,撇,点,横,竖,撇,捺,横,撇,竖,横折,横
耳	横,竖,竖,横,横,横
耵	横,竖,竖,横,横,提,横,竖钩
耶	横,竖,竖,横,横,提,横折折折钩|横撇弯钩,竖
耷	横,撇,捺,横,竖,竖,横,横,横
耸	撇,点,撇,捺,横,竖,竖,横,横,横
耻	横,竖,竖,横,横,提,竖,横,竖,横
耽	横,竖,竖,横,横,提,点2,横撇|横钩,撇,竖弯钩
耿	横,竖,竖,横,横,提,点2,撇,撇,捺
聂	横,竖,竖,横,横,横,横撇|横钩,点,横撇|横钩,捺
聃	横,竖,竖,横,横,提,竖,横折钩,竖,横,横
聆	横,竖,竖,横,横,提,撇,捺,点,横撇|横钩,点
聊	横,竖,竖,横,横,提,撇,竖提,撇,横折钩,竖
聋	横,撇,竖弯钩,撇,点,横,竖,竖,横,横,横
职	横,竖,竖,横,横,提,竖,横折,横,撇,点
聍	横,竖,竖,横,横,提,点,点2,横撇|横钩,横,竖钩
聒	横,竖,竖,横,横,提,撇,横,竖,竖,横折,横
联	横,竖,竖,横,横,提,点,撇,横,横,撇,捺
聘	横,竖,竖,横,横,提,竖,横折,横,竖,横,横,竖折折钩
聚	横,竖,竖,横,横,提,横撇|横钩,点,撇,竖,撇,撇,撇,捺
聩	横,竖,竖,横,横,提,竖,横折,横,竖,横,竖,横折,撇,点
聪	横,竖,竖,横,横,提,点,撇,竖,横折,横,点2,斜钩|卧钩,点,点
聱	横,横,竖,横,横折钩,撇,撇,横,撇,捺,横,竖,竖,横,横,横
聿	横折,横,横,横,横,竖
肃	横折,横,横,竖,撇,竖,撇,点
肄	撇,竖弯钩,撇,横,横,撇,点,横折,横,横,横,横,竖
肆	横,竖,横,横,横,撇折,点,横折,横,横,横,横,竖
肇	点,横折,横,撇,撇,横,撇,捺,横折,横,横,横,横,竖
肉	竖,横折钩,撇,点,撇,点
肋	撇,横折钩,横,横,横折钩,撇
肌	撇,横折钩,横,横,撇,横斜钩
肓	点,横,竖弯,竖,横折钩,横,横
肖	竖,点,撇,竖,横折钩,横,横
肘	撇,横折钩,横,横,横,竖钩,点
肚	撇,横折钩,横,横,横,竖,横
肛	撇,横折钩,横,横,横,竖,横
肝	撇,横折钩,横,横,横,横,竖
肟	撇,横折钩,横,横,横,横,竖折折钩
肠	撇,横折钩,横,横,横折折折钩|横撇弯钩,撇,撇
股	撇,横折钩,横,横,撇,横折折|横折弯,横撇|横钩,捺
肢	撇,横折钩,横,横,横,竖,横撇|横钩,捺
肤	撇,横折钩,横,横,横,横,撇,捺
肥	撇,横折钩,横,横,横折,竖,横,竖弯钩
肩	点,横折,横,撇,竖,横折钩,横,横
肪	撇,横折钩,横,横,点,横,横折钩,撇
肫	撇,横折钩,横,横,横,竖弯,竖,竖弯钩
肭	撇,横折钩,横,横,竖,横折钩,撇,点
肮	撇,横折钩,横,横,点,横,撇,横斜钩
肯	竖,横,竖,横,竖,横折钩,横,横
肱	撇,横折钩,横,横,横,撇,撇折,点
育	点,横,撇折,点,竖,横折钩,横,横
肴	撇,点,横,撇,竖,横折钩,横,横
肷	撇,横折钩,横,横,撇,横撇|横钩,撇,捺
肸	
肺	撇,横折钩,横,横,横,竖,横折钩,竖
肼	撇,横折钩,横,横,横,横,撇,竖
肽	撇,横折钩,横,横,横,撇,捺,点
肾	竖,竖,横撇|横钩,捺,竖,横折钩,横,横
肿	撇,横折钩,横,横,竖,横折,横,竖
胀	撇,横折钩,横,横,撇,横,竖提,捺
胁	撇,横折钩,横,横,横折钩,撇,点2,点
胂	撇,横折钩,横,横,竖,横折,横,横,竖
胃	竖,横折,横,竖,横,竖,横折钩,横,横
胄	竖,横折,横,竖,横,竖,横折钩,横,横
胆	撇,横折钩,横,横,竖,横折,横,横,横
胈	
背	竖,横,提,撇,竖弯钩,竖,横折钩,横,横
胍	撇,横折钩,横,横,撇,撇,竖提,点,捺
胎	撇,横折钩,横,横,撇折,点,竖,横折,横
胖	撇,横折钩,横,横,点,撇,横,横,竖
胗	撇,横折钩,横,横,撇,捺,撇,撇,撇
胙	撇,横折钩,横,横,撇,横,竖,横,横
胚	撇,横折钩,横,横,横,撇,竖,点,横
胛	撇,横折钩,横,横,竖,横折,横,横,竖
胜	撇,横折钩,横,横,撇,横,横,竖,横
胝	撇,横折钩,横,横,撇,竖提,横,斜钩|卧钩,点
胞	撇,横折钩,横,横,撇,横折钩,横折,横,竖弯钩
胠	
胡	横,竖,竖,横折,横,撇,横折钩,横,横
胣	
胤	撇,撇折,撇折,点,竖,横折钩,横,横,竖弯钩
胥	横撇|横钩,竖,横,撇,捺,竖,横折钩,横,横
胧	撇,横折钩,横,横,横,撇,竖弯钩,撇,点
胨	撇,横折钩,横,横,横,撇折,竖钩,撇,点
胩	撇,横折钩,横,横,竖,横,横,竖,点
胪	撇,横折钩,横,横,竖,横,横折,横,撇
胫	撇,横折钩,横,横,横撇|横钩,点,横,竖,横
胬	撇点,撇,横,横撇|横钩,捺,竖,横折钩,撇,点,撇,点
胭	撇,横折钩,横,横,竖,横折,横,撇,点,横
胯	撇,横折钩,横,横,横,撇,捺,横,横,竖折折钩
胰	撇,横折钩,横,横,横,横折,横,竖折折钩,撇,捺
胱	撇,横折钩,横,横,竖,点,撇,横,撇,竖弯钩
胲	撇,横折钩,横,横,点,横,撇折,撇,撇,点
胳	撇,横折钩,横,横,撇,横撇|横钩,捺,竖,横折,横
胴	撇,横折钩,横,横,竖,横折钩,横,竖,横折,横
胶	撇,横折钩,横,横,点,横,撇,点,撇,捺
胸	撇,横折钩,横,横,撇,横折钩,撇,点,竖弯,竖
胺	撇,横折钩,横,横,点,点2,横撇|横钩,撇点,撇,横
胼	撇,横折钩,横,横,点,撇,横,横,撇,竖
能	撇折,点,竖,横折钩,横,横,撇,竖弯钩,撇,竖弯钩
脂	撇,横折钩,横,横,撇,竖弯钩,竖,横折,横,横
脆	撇,横折钩,横,横,撇,横撇|横钩,横,撇,横折钩,竖弯钩
脉	撇,横折钩,横,横,点,横折钩,横撇|横钩,撇,捺
脊	点,提,撇,点,撇,捺,竖,横折钩,横,横
脍	撇,横折钩,横,横,撇,捺,横,横,撇折,点
脎	撇,横折钩,横,横,撇,点,横,竖钩,撇,点
脏	撇,横折钩,横,横,点,横,撇,横,竖,横
脐	撇,横折钩,横,横,点,横,撇,捺,撇,竖
脑	撇,横折钩,横,横,点,横,撇,点,竖弯,竖
脒	撇,横折钩,横,横,点,撇,横,竖,撇,捺
脓	撇,横折钩,横,横,点2,横撇|横钩,撇,竖提,撇,捺
脔	点,横,竖,竖,撇,点,竖,横折钩,撇,点,撇,点
脖	撇,横折钩,横,横,横,竖,点2,横撇|横钩,横撇|横钩,竖钩,横
脘	撇,横折钩,横,横,点,点2,横撇|横钩,横,横,撇,竖弯钩
脚	撇,横折钩,横,横,横,竖,横,撇折,点,横折钩,竖
脞	撇,横折钩,横,横,撇,点,撇,点,横,竖,横
脟	
脩	撇,竖,竖,撇,横撇|横钩,捺,竖,横折钩,横,横
脬	撇,横折钩,横,横,撇,点,点,撇,横撇|横钩,竖钩,横
脯	撇,横折钩,横,横,横,竖,横折钩,横,横,竖,点
脱	撇,横折钩,横,横,点,撇,竖,横折,横,撇,竖弯钩
脲	撇,横折钩,横,横,横折,横,撇,竖钩,横撇|横钩,撇,捺
脶	撇,横折钩,横,横,竖,横折,横,竖,横折钩,撇,点
脸	撇,横折钩,横,横,撇,捺,横,点,点,撇,横
脾	撇,横折钩,横,横,撇,竖,横折,横,横,撇,横,竖
脿	
腆	撇,横折钩,横,横,竖,横折,横,竖,竖,横,撇,点
腈	撇,横折钩,横,横,横,横,竖,横,竖,横折钩,横,横
腊	撇,横折钩,横,横,横,竖,竖,横,竖,横折,横,横
腋	撇,横折钩,横,横,点,横,撇,竖,撇,横撇|横钩,点,捺
腌	撇,横折钩,横,横,横,撇,捺,竖,横折,横,横,竖弯钩
腐	点,横,撇,撇,竖,横,竖钩,点,竖,横折钩,撇,点,撇,点
腑	撇,横折钩,横,横,点,横,撇,撇,竖,横,竖钩,点
腒	
腓	撇,横折钩,横,横,竖,横,横,横,竖,横,横,横
腔	撇,横折钩,横,横,点,点2,横撇|横钩,撇,点,横,竖,横
腕	撇,横折钩,横,横,点,点2,横撇|横钩,撇,横撇|横钩,点,横折钩,竖弯钩
腘	
腙	撇,横折钩,横,横,点,点2,横撇|横钩,横,横,竖钩,撇,点
腚	撇,横折钩,横,横,点,点2,横撇|横钩,横,竖,横,撇,捺
腠	撇,横折钩,横,横,横,横,横,撇,捺,横,横,撇,点
腥	撇,横折钩,横,横,竖,横折,横,横,撇,横,横,竖,横
腧	撇,横折钩,横,横,撇,捺,横,竖,横折钩,横,横,竖,竖钩
腨	
腩	撇,横折钩,横,横,横,竖,竖,横折钩,点,撇,横,横,竖
腭	撇,横折钩,横,横,竖,横折,横,竖,横折,横,横,横,竖折折钩
腮	撇,横折钩,横,横,竖,横折,横,竖,横,点2,斜钩|卧钩,点,点
腯	
腰	撇,横折钩,横,横,横,竖,横折,竖,竖,横,撇点,撇,横
腱	撇,横折钩,横,横,横折,横,横,横,横,竖,横折折撇,捺
腴	撇,横折钩,横,横,撇,竖,横,横折,横,横,撇,捺
腹	撇,横折钩,横,横,撇,横,竖,横折,横,横,撇,横撇|横钩,捺
腺	撇,横折钩,横,横,撇,竖,横折,横,横,竖钩,横撇|横钩,撇,捺
腻	撇,横折钩,横,横,横,横,横,竖,横折,撇,点,斜钩|卧钩,点
腼	撇,横折钩,横,横,横,撇,竖,横折,竖,竖,横,横,横
腽	撇,横折钩,横,横,竖,横折,横,横,竖,横折,竖,竖,横
腾	撇,横折钩,横,横,点,撇,横,横,撇,捺,横折,竖折折钩,横
腿	撇,横折钩,横,横,横折,横,横,竖提,撇,点,点,横折折撇,捺
膀	撇,横折钩,横,横,点,横,点,撇,点2,横撇|横钩,点,横,横折钩,撇
膂	点,横,横折钩,撇,撇,横,撇,竖提,撇,捺,竖,横折钩,横,横
膈	撇,横折钩,横,横,横,竖,横折,横,竖,横折钩,点,撇,横,竖
膊	撇,横折钩,横,横,横,竖,横折,横,横,竖,点,横,竖钩,点
膏	点,横,竖,横折,横,点2,横撇|横钩,竖,横折,横,竖,横折钩,横,横
膑	撇,横折钩,横,横,点,点2,横撇|横钩,撇,竖,横,竖,横,撇,点
膘	撇,横折钩,横,横,横,竖,横折,竖,竖,横,横,横,竖钩,撇,点
膙	
膛	撇,横折钩,横,横,竖,点,撇,点2,横撇|横钩,竖,横折,横,横,竖,横
膜	撇,横折钩,横,横,横,竖,竖,竖,横折,横,横,横,撇,捺
膝	撇,横折钩,横,横,横,竖,撇,点,撇,捺,竖钩,点,提,点2,点
膦	撇,横折钩,横,横,点,撇,横,竖,撇,捺,撇,横撇|横钩,点,横,撇折,竖
膨	撇,横折钩,横,横,横,竖,横,竖,横折,横,点,撇,提,撇,撇,撇
膳	撇,横折钩,横,横,点,撇,横,横,横,竖,点,撇,横,竖,横折,横
膺	点,横,撇,撇,竖,撇,竖,点,横,横,横,竖,横,竖,横折钩,横,横
膻	撇,横折钩,横,横,点,横,竖,横折,竖,横折,横,横,竖,横折,横,横,横
臀	横折,横,撇,横,竖,竖,横,撇,点,撇,横折折|横折弯,横撇|横钩,捺,竖,横折钩,横,横
臂	横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖,竖,横折钩,横,横
臃	撇,横折钩,横,横,点,横,撇折,撇折,撇,撇,竖,点,横,横,横,竖,横
臆	撇,横折钩,横,横,点,横,点,撇,横,竖,横折,横,横,点2,斜钩|卧钩,点,点
臊	撇,横折钩,横,横,竖,横折,横,竖,横折,横,竖,横折,横,横,竖,撇,捺
